"Argentina"	1234
"Austria"	757
"Brazil"	1429
"China"	660
"Denmark"	793
"Finland"	645
"Ireland"	683
"Japan"	1042
"Mexico"	1063
"Norway"	909
"Poland"	980
"Romania"	847
"Russia"	1175
"Sweden"	1035
"Switzerland"	698
"USA"	1413
















